experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV,model.tank_volume,model.rotors.number,model.nozzles.number,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_coffee,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.name_JT5L-404,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.nozzles.type_full cone,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off
-1.0828838215870222,-1.4995515279055054,1.803073205060273,-0.9965020723539605,-1.0908239293610509,0.1080587640826025,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,-1.084234561796909,-0.8094601303805792,-0.5298105898568578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0695848594809212,-1.4867308842732296,1.77260671506301,-0.946458342933954,-1.0721686987439936,0.09656187684783621,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.33749505538074226,0.6599672608081036,0.34831809254379514,0.512513415466464,-0.5651536202886428,-0.6689014213143442,-1.1043618737457068,-0.7526747109147893,-0.5593219020945133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0749044443233615,-1.5050877149285338,1.6880482846006317,-0.9255984981326391,-1.0529008168751444,0.03332899705662008,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3692532911787159,0.4995696198744009,0.2874251037473556,0.2723400452896559,-0.5651536202886428,-0.7740170492516633,-1.1187385251377053,-0.7169209282881804,-0.5632420614813063,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0975126799037331,-1.488187775595079,1.7283785990356515,-0.9612492662747908,-1.0858308216589485,0.15921991227731383,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.23155156564843957,0.6582285329931041,0.20351322687841508,0.3606225454876847,-0.5467692562641402,-0.7805867759977458,-0.9682629072347873,-0.8651939680044102,-0.47724081201261626,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1148013306416646,-1.5216962759976185,1.9059274389152638,-0.9661243015463225,-1.0085754988080151,0.0919631219539296,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4188755346130496,0.4391488283031685,0.5000821569287683,0.476360193200381,-0.5635549799386861,-0.6255412247902002,-1.113946308007039,-1.0292407353500261,-0.48994829496868136,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0745719702707088,-1.4838171016295303,1.811027902187495,-1.0078108276437032,-1.1010858378285622,0.15347146865993017,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5349915842493909,0.6421453007043587,0.0659352214218435,0.2891444890270826,-0.5691502211635349,-0.5848089189644893,-1.0056422008539836,-0.6022985075146412,-0.49005841180538906,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0636003265331757,-1.4803205624570914,1.7123896578099331,-1.0034332449508998,-1.0495006024277003,0.05287370535572308,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4913240100271765,0.5837530249172928,0.15386202062901094,0.3974858146722497,-0.554762458013924,-0.7227731806322203,-1.0679410235526439,-0.9272372966799958,-0.548134031485014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0898657766927253,-1.4954722322043266,1.8100733385322283,-0.9654112861834793,-1.0408928523400267,0.1586450679155753,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.29630859333024506,0.6330169796756115,0.3070982232046667,0.36955730254525976,-0.5451706159141834,-0.6242272794409839,-1.161868479313701,-1.0986451369193249,-0.5542565276059604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0649302227437858,-1.498386014848026,1.7153328957470055,-1.0580535380952008,-1.0733480524036927,0.1393877817973413,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.1784557651737018,0.43451222079650315,0.11304364352370516,0.34878843017963784,-0.5579597387138375,-0.5769252468691903,-1.0411046076209132,-0.824182276168006,-0.5252297294498188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0719121778494887,-1.4867308842732296,1.7787318318509713,-1.0302293571916983,-1.1372475779655673,0.12990284982865907,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4947975670675806,0.45812994028357956,0.2983992248051756,0.4161245462824231,-0.5579597387138375,-0.8449700981093535,-0.9318420570417244,-0.6811671456615721,-0.5151210038400547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3488630637090429,-1.5869650072164783,0.4825934819412932,-1.2269884338311274,-1.1643420795760555,-0.5817544700033896,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,0.35343057740294653,-0.8094601303805792,-0.5298105898568578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3674816106575842,-1.5971632464694252,0.5338217314406077,-1.2006731924164318,-1.111271164889599,-0.6263049080381098,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.29730103819893117,0.46841741318899344,0.023510875381246944,0.45612385602362115,-0.5627556597637078,-0.5900647003613552,0.5355348283682615,-0.7127146009203441,-0.48889117333628773,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3555125447620933,-1.5927925725038765,0.40145557124362125,-1.3369586172351968,-1.2000596475555116,-0.6093469993668295,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.17994443247673186,0.4532035448077478,0.2011042734754789,0.45263279200774753,-0.5643543001136646,-0.649192241076097,0.4310644949197387,-0.9261857148380368,-0.5697389548470588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3252574059707134,-1.5948322203544658,0.4480700964091466,-1.2646621757934382,-1.2283488191069936,-0.5998620673981466,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4434385451130449,0.4185738824923413,0.1574754507334152,0.2948840349514849,-0.5651536202886428,-0.8462840434585699,0.3984774184312088,-0.9041024961568959,-0.5360432028145119,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.330576990813154,-1.620473507619018,0.4979460473968335,-1.2950399466010762,-1.1016219076738798,-0.5239826116486878,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3379912778150853,0.6730077194205998,-0.03135972990785223,0.4205623395229408,-0.5691502211635349,-0.8305166992679723,0.3170097272098837,-0.6306912172475364,-0.5313302022034236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3206027692335782,-1.5904615463889173,0.5267420509973796,-1.277314053045746,-1.1339545774871869,-0.5869280692590343,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.25487402006257587,0.649100211964357,0.030202412611625516,0.3061856150706697,-0.5499665369640537,-0.5664136840754584,0.497197091322932,-0.5539257427845239,-0.5475834473014757,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.345205849129865,-1.5703564461473936,0.457377092047997,-1.1773426664741031,-1.1751553741701788,-0.6240055305911568,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.462543108835263,0.6246131285697807,0.0793182958825997,0.3478417009549938,-0.5635549799386861,-0.8134354097281579,0.383142323613077,-0.8578328951106965,-0.5232035796543976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3498604858670005,-1.6021166769637136,0.492934588206683,-1.17328013708116,-1.2123279888726404,-0.5535870962782115,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.09583472985553633,0.5982424233756221,0.3394852633996968,0.48091632759397973,-0.5619563395887294,-0.7884704480930447,0.4828204399309333,-0.8588844769526559,-0.5821160872930009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3335692572870268,-1.6047390813430427,0.4231718944009391,-1.1496511395915943,-1.1058492013112422,-0.6153828651650816,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3206234926130684,0.5668004287210476,0.1228132878800571,0.5806779196408132,-0.5699495413385132,-0.6807269294572927,0.37355788935174444,-1.0376533900856988,-0.5567011213808708,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3355641016029418,-1.562489233009406,0.4175240594406111,-1.2845602789425459,-1.2027399967821004,-0.5498506079269124,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.36081750979487853,0.6163541714485333,0.3952926839010486,0.2280212834610212,-0.5603576992387725,-0.5572160666309429,0.3582227945336126,-0.6370007082992906,-0.49219467843751785,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1493786321175274,-1.5286893543424964,0.6496421216129714,-1.1772431759583575,-1.1643420795760555,-0.7829499966118039,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,1.7910957166028019,-0.8094601303805792,-0.5298105898568578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1523708985914,-1.5243186803769477,0.7026204044802749,-1.2165750931830939,-1.1506493240985107,-0.7533455119822801,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.23750623486055897,0.3784382487627701,0.12334861085848704,0.4527511331608286,-0.5691502211635349,-0.6399946236315818,1.838059444483331,-1.031343899033944,-0.5130508073099505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1603502758550606,-1.5065446062503833,0.566595083604766,-1.2005073748901893,-1.1888940784916076,-0.8295123899126086,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3290592739969049,0.6020096669747875,0.19601870518039205,0.2664229876356329,-0.5467692562641402,-0.7188313445845708,1.4843938202401659,-0.9640426611485631,-0.4928774028251054,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1400693586432566,-1.5138290628596311,0.6069253980397853,-1.236025489011347,-1.238365667073788,-0.8111173703369821,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.18589910168885215,0.7429915139743293,0.3425633705256702,0.5024544174546242,-0.5643543001136646,-0.79766806553756,1.5725706154444241,-1.0018996074590898,-0.5371003244469055,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.124443078168588,-1.5179083585608097,0.6987226028879358,-1.1385745288385907,-1.2100305466784218,-0.7550700450674952,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4513781040625383,0.6414208307814424,0.10380932214578317,0.2648253820690465,-0.5499665369640537,-0.7556218143626324,1.6348694381430842,-0.878864531949878,-0.5339950296517493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1470513137489595,-1.5167428455033303,0.6369941531806873,-1.2361415612797169,-1.1858308222326492,-0.809680259432636,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4975267904564688,0.6462023322726912,0.011733769855781529,0.3158304190467276,-0.5523644974889889,-0.7635054864579313,1.520814670433229,-0.9850742979877446,-0.5494334101581645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1546982169599678,-1.5281065978137565,0.5826635718017559,-1.1481753636080354,-1.166869265989696,-0.7470222240031584,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5161351317443438,0.647216590164774,0.4331667846249883,0.32381844687965944,-0.550765857139032,-0.5992623178058705,1.756591753262006,-0.9430110243093816,-0.5233577432257883,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1380745143273414,-1.5053790931929036,0.6170278633913584,-1.165702276131875,-1.1263883345275594,-0.7858242184204954,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4163944224413325,0.5434724972031382,0.23068086803375015,0.4852949502579569,-0.5459699360891618,-0.5453905584879947,2.0000363834998476,-0.834698094587597,-0.5171912003701589,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.124443078168588,-1.5260669499631674,0.6641992173557891,-1.116603706611451,-1.1596859300624385,-0.7260404047997094,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.21914600478985594,0.5326054483593914,0.2792614283262944,0.4893777200392332,-0.5555617781889023,-0.7345986887751685,1.9041920408865243,-0.7347978196014846,-0.5232696497564222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.144723995380392,-1.5257755716987973,0.5782884883817834,-1.146202135045749,-1.1366196104324808,-0.7734650646431216,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.35858450884033344,0.7424119380359965,-0.03109206841863773,0.20529978206957147,-0.5531638176639672,-0.8186911911250238,1.8591451998582615,-1.0145185895625988,-0.5880844198425567,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.21376498375782846,-0.2174871646779035,1.254199103281902,-0.6151217619960581,-0.6742210781426923,0.9415830886031764,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,-1.084234561796909,-0.8094601303805792,0.13089043038916048,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22639899775862454,-0.20087860360881854,1.2562673245349796,-0.5682783108325333,-0.5735624774733155,0.886685452057166,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4732118911736446,0.7444404538201619,0.11572025841585583,0.2743518448920242,-0.5539631378389456,-0.611087825948819,-1.1417411673649032,-0.6664449998741447,0.15535839150560465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2174221983370066,-0.18864071650528239,1.2767108961519424,-0.6143258378700938,-0.6662566118694004,0.9001942945580168,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.39728985871911443,0.6551857593168554,0.2724360603513086,0.46807631248474824,-0.5683509009885563,-0.611087825948819,-1.251003717944092,-0.7695000203861345,0.17055451497126317,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16123408343872955,-0.2664387130920486,1.2936544010329265,-0.6404586800059224,-0.7149470701055466,0.984696415733551,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5620357069211023,0.7185044305797536,0.022574060168994305,0.4029295077139511,-0.550765857139032,-0.8278888085695394,-1.1800789044102327,-0.7421588924951983,0.1524513070165222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.24568249281247098,-0.20437514278125757,1.3170412105869618,-0.5899009162545644,-0.6908086107849531,0.9364094893475312,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.23403267782015577,0.4168351546773417,0.1851784148671793,0.4270119323658268,-0.5651536202886428,-0.7030640003939729,-0.9931824363142512,-0.8052538030127429,0.12124419549356857,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.21110519133660854,-0.23642675186194745,1.2517331471724629,-0.5485128617044194,-0.6459472228725052,0.9709001510518311,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.49430134463323666,0.6306986759222791,0.11117001309919894,0.30529805642256613,-0.5651536202886428,-0.65182013177453,-1.1331151765297038,-0.5896795254111322,0.13078031355245276,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.23770311554881066,-0.26235941739086954,1.2330396089234894,-0.7330014414018989,-0.6988190259021292,0.907667271260615,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5625319293554463,0.5404297235268889,0.021369583467526217,0.4363017128826433,-0.5467692562641402,-0.5729834108215407,-1.1225722988422384,-0.9135667327345279,0.19152076068040344,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.20944282107334566,-0.155423594367113,1.180459060912547,-0.6944488665505024,-0.6119144458354764,0.8944458509406337,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5255633579968673,0.5504274084631359,0.10233718395509964,0.3871901343542495,-0.5555617781889023,-0.8423422074109206,-1.1474918279217026,-0.889380350369469,0.09455187427562953,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.19481396275663496,-0.20495789930999758,1.272415359703242,-0.7222896292066289,-0.6892310338115893,0.8544941677998197,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.5791553809059481,0.5285484167910589,0.3001390244850736,0.4274852969781484,-0.5595583790637942,-0.7766449399500962,-0.9567615861211883,-0.7505715472308708,0.17656689425550184,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1874995335982793,-0.2204009473216025,1.2940521358892878,-0.6572394136616702,-0.6145028973742961,0.9795228164779058,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.27174558283024974,0.46798273123524353,0.3777608563574582,0.2718075101007938,-0.5467692562641402,-0.7582497050610654,-1.0430214944731795,-1.0250344079821898,0.17495918843956987,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1187090688946971,-0.2757628175518857,1.484885319971362,-0.7361685561531315,-0.7753085346883237,0.28051207260410044,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.3682608463100289,0.553470182139385,0.1870520452916855,0.37517850731658187,-0.5579597387138375,-0.7004361096955399,0.35343057740294653,-0.8094601303805792,0.13089043038916048,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.07781476041843634,-0.30810580489694533,1.4039860501875063,-0.7835426234006331,-0.8052212320570532,0.33742166441619487,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.38066640716861255,0.49985940784356736,0.3390837711658741,0.2016312063240763,-0.5691502211635349,-0.7148895085369215,0.5269088375330625,-0.7579326201245845,0.08514789642079454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0714977534180386,-0.3328729573683879,1.5085107704392136,-0.7112959272167465,-0.7968738587513919,0.302356158350157,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.6198456205221013,0.6402616789047763,0.18464309188874933,0.42369838007957306,-0.5611570194137511,-0.5769252468691903,0.2106225069090942,-0.9377531150995863,0.16311061680982467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.11671422457878186,-0.22564575608026108,1.4031905804747842,-0.7600131164268122,-0.7244891133522022,0.28108691696583893,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4419498778100148,0.6551857593168554,0.007585016772947326,0.5306787824643159,-0.5595583790637942,-0.7963541201883436,0.2278744885794927,-0.6538260177706359,0.10448441294666135,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.08978382631392742,-0.319760935471742,1.457123426997355,-0.7365830999687385,-0.7383809804865787,0.28079949478496996,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.19656788402723374,0.5670902166902145,0.20605601102595944,0.31506120155170425,-0.5523644974889889,-0.8147493550773744,0.13873924994910128,-0.8525749859009012,0.18383460547820818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.11737917268408714,-0.24924739549422362,1.614149148288732,-0.7381252029627937,-0.7432975067822076,0.3006316252649419,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.23949112459793298,0.4161106847544254,0.05174916249344192,0.3932847037378932,-0.5659529404636213,-0.6163436073456849,0.22883293200562582,-0.8410075856393513,0.1830858109885959,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.12336370563183253,-0.299655835230218,1.5031811233639742,-0.6941006497453929,-0.7116540696271657,0.32822415462838167,0.3183265449658235,-0.7071067811865478,1.6410610523770197,0.4245820926079979,0.6485206360260236,0.3330613876585337,0.4197339514513778,-0.5515651773140104,-0.7398544701720345,0.48857110048773295,-0.8872771866855507,0.061869197140793114,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
